"t","type","id","Ta","To","T"
14:47:20,"dch","01",22.73,24.75,24.613663
14:47:22,"dch","01",22.75,24.75,24.613686
14:47:24,"dch","01",22.81,24.81,24.613711
14:47:26,"dch","01",22.81,24.81,24.61373
14:47:28,"dch","01",22.77,24.79,24.613743
14:47:30,"dch","01",22.77,24.77,24.613753
14:47:32,"dch","01",22.79,24.75,24.613763
14:47:34,"dch","01",22.75,24.73,24.613772
14:47:36,"dch","01",22.75,24.71,24.613776
14:47:38,"dch","01",22.77,24.75,24.613783
14:47:40,"dch","01",22.81,24.77,24.613785
14:47:42,"dch","01",22.79,24.81,24.613782
14:47:44,"dch","01",22.81,24.79,24.613773
14:47:46,"dch","01",22.77,24.81,24.61376
14:47:48,"dch","01",22.79,24.79,24.613744
14:47:54,"dch","01",22.77,24.71,24.613688
14:47:56,"dch","01",22.81,24.77,24.613668
14:47:58,"dch","01",22.77,24.73,24.613638
14:48:00,"dch","01",22.77,24.73,24.613613
14:48:02,"dch","01",22.81,24.75,24.613574
14:48:04,"dch","01",22.79,24.79,24.613542
14:48:06,"dch","01",22.79,24.79,24.613498
14:48:08,"dch","01",22.81,24.75,24.613455
14:48:10,"dch","01",22.83,24.75,24.613404
14:48:12,"dch","01",22.81,24.81,24.613359
14:48:14,"dch","01",22.85,24.73,24.613303
14:48:16,"dch","01",22.81,24.77,24.61325
14:48:18,"dch","01",22.83,24.75,24.613198
14:48:20,"dch","01",22.83,24.75,24.613147
14:48:22,"dch","01",22.81,24.73,24.613097
14:48:24,"dch","01",22.83,24.77,24.613029
