"t","type","id","Ta","To","T"
14:57:50,"dch","07",22.81,24.63,24.613774
14:57:52,"dch","07",22.87,24.63,24.613763
14:57:54,"dch","07",22.89,24.59,24.613748
14:57:56,"dch","07",22.89,24.61,24.613734
14:57:58,"dch","07",22.97,24.65,24.613722
14:58:00,"dch","07",22.97,24.63,24.613712
14:58:02,"dch","07",22.97,24.65,24.613708
14:58:04,"dch","07",23.01,24.67,24.613695
14:58:08,"dch","07",23.01,24.57,24.613693
14:58:10,"dch","07",23.01,24.67,24.613699
14:58:12,"dch","07",23.01,24.63,24.613701
14:58:14,"dch","07",23.05,24.65,24.613696
14:58:16,"dch","07",23.07,24.67,24.613703
14:58:18,"dch","07",23.09,24.67,24.613698
14:58:20,"dch","07",23.09,24.67,24.613701
14:58:22,"dch","07",23.11,24.71,24.613701
14:58:24,"dch","07",23.13,24.67,24.613703
14:58:26,"dch","07",23.13,24.69,24.613706
14:58:28,"dch","07",23.17,24.63,24.613703
14:58:30,"dch","07",23.17,24.67,24.613707
14:58:32,"dch","07",23.15,24.71,24.613706
14:58:34,"dch","07",23.19,24.73,24.613704
14:58:36,"dch","07",23.19,24.71,24.613708
14:58:38,"dch","07",23.21,24.67,24.61372
14:58:40,"dch","07",23.21,24.63,24.613732
14:58:42,"dch","07",23.21,24.71,24.613732
14:58:44,"dch","07",23.21,24.69,24.613739
14:58:46,"dch","07",23.23,24.69,24.613746
14:58:48,"dch","07",23.23,24.75,24.613756
14:58:50,"dch","07",23.25,24.65,24.613757
14:58:52,"dch","07",23.29,24.75,24.613754
14:58:54,"dch","07",23.25,24.71,24.613744
