"t","type","id","Ta","To","T"
14:04:30,"bcf","01",23.81,24.57,24.61398
14:04:32,"bcf","01",23.83,24.73,24.613999
14:04:34,"bcf","01",23.81,24.55,24.614011
14:04:36,"bcf","01",23.83,24.55,24.614031
14:04:38,"bcf","01",23.85,24.57,24.614049
14:04:40,"bcf","01",23.81,24.69,24.614065
14:04:42,"bcf","01",23.83,24.63,24.614087
14:04:44,"bcf","01",23.83,24.55,24.614107
14:04:46,"bcf","01",23.85,24.65,24.614127
14:04:48,"bcf","01",23.85,24.67,24.614153
14:04:50,"bcf","01",23.87,24.63,24.614168
14:04:52,"bcf","01",23.81,24.61,24.614187
14:04:54,"bcf","01",23.87,24.69,24.614198
14:04:56,"bcf","01",23.85,24.51,24.614209
14:04:58,"bcf","01",23.85,24.49,24.614212
14:05:00,"bcf","01",23.83,24.47,24.614207
14:05:02,"bcf","01",23.85,24.65,24.614202
14:05:04,"bcf","01",23.83,24.57,24.614201
14:05:06,"bcf","01",23.85,24.35,24.614189
14:05:08,"bcf","01",23.85,24.69,24.61418
14:05:10,"bcf","01",23.85,24.61,24.614161
14:05:12,"bcf","01",23.81,24.59,24.614141
14:05:14,"bcf","01",23.87,24.47,24.614119
14:05:16,"bcf","01",23.87,24.61,24.614094
14:05:18,"bcf","01",23.85,24.57,24.61407
14:05:20,"bcf","01",23.83,24.45,24.61405
14:05:22,"bcf","01",23.83,24.67,24.614023
14:05:24,"bcf","01",23.87,24.67,24.613994
14:05:26,"bcf","01",23.83,24.69,24.613969
14:05:28,"bcf","01",23.85,24.63,24.613935
14:05:30,"bcf","01",23.83,24.79,24.613903
14:05:32,"bcf","01",23.83,24.63,24.613868
14:05:34,"bcf","01",23.81,24.63,24.613843
14:05:36,"bcf","01",23.85,24.57,24.613816
14:05:38,"bcf","01",23.87,24.49,24.613782
14:05:40,"bcf","01",23.83,24.63,24.613754
14:05:42,"bcf","01",23.87,24.49,24.613723
