"t","type","id","Ta","To","T"
14:39:48,"dci","07",22.53,24.77,24.613116
14:39:50,"dci","07",22.53,24.81,24.613069
14:39:52,"dci","07",22.53,24.75,24.613029
14:39:54,"dci","07",22.55,24.85,24.612991
14:39:56,"dci","07",22.53,24.87,24.612948
14:39:58,"dci","07",22.53,24.81,24.612922
14:40:00,"dci","07",22.53,24.81,24.612897
14:40:02,"dci","07",22.57,24.87,24.612881
14:40:04,"dci","07",22.53,24.79,24.612869
14:40:06,"dci","07",22.53,24.79,24.612867
14:40:08,"dci","07",22.53,24.83,24.612866
14:40:10,"dci","07",22.55,24.79,24.612866
14:40:12,"dci","07",22.55,24.83,24.61287
14:40:14,"dci","07",22.53,24.77,24.612887
14:40:16,"dci","07",22.55,24.81,24.612903
14:40:18,"dci","07",22.53,24.75,24.612925
14:40:20,"dci","07",22.55,24.75,24.612953
14:40:22,"dci","07",22.55,24.83,24.612978
14:40:24,"dci","07",22.53,24.75,24.613011
14:40:26,"dci","07",22.53,24.79,24.61304
14:40:28,"dci","07",22.55,24.79,24.613081
14:40:30,"dci","07",22.55,24.85,24.613121
14:40:32,"dci","07",22.57,24.85,24.613164
14:40:34,"dci","07",22.55,24.79,24.613211
14:40:36,"dci","07",22.59,24.87,24.61325
14:40:38,"dci","07",22.57,24.81,24.613293
14:40:40,"dci","07",22.57,24.85,24.613331
14:40:42,"dci","07",22.57,24.87,24.613374
14:40:44,"dci","07",22.55,24.75,24.613409
14:40:46,"dci","07",22.57,24.83,24.613435
14:40:48,"dci","07",22.57,24.81,24.613467
14:40:50,"dci","07",22.59,24.81,24.613492
