"t","type","id","Ta","To","T"
14:35:54,"dci","05",22.49,24.75,24.613712
14:35:56,"dci","05",22.51,24.85,24.6137
14:35:58,"dci","05",22.49,24.79,24.613677
14:36:00,"dci","05",22.49,24.77,24.61365
14:36:02,"dci","05",22.51,24.83,24.613619
14:36:04,"dci","05",22.49,24.75,24.613592
14:36:06,"dci","05",22.51,24.89,24.613558
14:36:08,"dci","05",22.51,24.81,24.61351
14:36:10,"dci","05",22.51,24.77,24.613469
14:36:12,"dci","05",22.51,24.81,24.613418
14:36:14,"dci","05",22.51,24.73,24.61336
14:36:16,"dci","05",22.53,24.85,24.613306
14:36:18,"dci","05",22.51,24.75,24.613247
14:36:20,"dci","05",22.51,24.79,24.613187
14:36:22,"dci","05",22.51,24.87,24.613116
14:36:24,"dci","05",22.53,24.77,24.613046
14:36:26,"dci","05",22.51,24.77,24.612968
14:36:28,"dci","05",22.51,24.81,24.612889
14:36:30,"dci","05",22.51,24.73,24.612806
14:36:32,"dci","05",22.51,24.81,24.612729
14:36:34,"dci","05",22.55,24.83,24.612643
14:36:36,"dci","05",22.51,24.75,24.612548
14:36:38,"dci","05",22.53,24.77,24.612451
14:36:40,"dci","05",22.55,24.77,24.612348
14:36:42,"dci","05",22.53,24.81,24.612253
14:36:44,"dci","05",22.55,24.79,24.612155
14:36:46,"dci","05",22.53,24.73,24.612059
14:36:48,"dci","05",22.55,24.87,24.611958
14:36:50,"dci","05",22.59,24.75,24.611854
14:36:52,"dci","05",22.55,24.75,24.611752
14:36:54,"dci","05",22.55,24.73,24.611655
14:36:56,"dci","05",22.55,24.85,24.611558
14:36:58,"dci","05",22.55,24.73,24.611461
