"t","type","id","Ta","To","T"
14:07:34,"bcf","02",23.69,24.71,24.613941
14:07:36,"bcf","02",23.69,24.75,24.613887
14:07:38,"bcf","02",23.67,24.57,24.61384
14:07:40,"bcf","02",23.69,24.71,24.613792
14:07:42,"bcf","02",23.67,24.83,24.613748
14:07:44,"bcf","02",23.67,24.67,24.613697
14:07:46,"bcf","02",23.69,24.87,24.613647
14:07:48,"bcf","02",23.67,24.53,24.6136
14:07:50,"bcf","02",23.67,24.71,24.613557
14:07:52,"bcf","02",23.67,24.79,24.613523
14:07:54,"bcf","02",23.69,24.63,24.613479
14:07:56,"bcf","02",23.69,24.65,24.613447
14:07:58,"bcf","02",23.69,24.67,24.613406
14:08:00,"bcf","02",23.69,24.59,24.613361
14:08:02,"bcf","02",23.69,24.69,24.613322
14:08:04,"bcf","02",23.69,24.71,24.613281
14:08:06,"bcf","02",23.67,24.67,24.613246
14:08:08,"bcf","02",23.71,24.67,24.613208
14:08:10,"bcf","02",23.69,24.73,24.613172
14:08:12,"bcf","02",23.69,24.79,24.613137
14:08:14,"bcf","02",23.67,24.65,24.613106
14:08:16,"bcf","02",23.69,24.65,24.613081
14:08:18,"bcf","02",23.67,24.69,24.613062
14:08:20,"bcf","02",23.69,24.59,24.613036
14:08:22,"bcf","02",23.69,24.71,24.613014
14:08:24,"bcf","02",23.69,24.61,24.613006
14:08:26,"bcf","02",23.69,24.63,24.612994
14:08:28,"bcf","02",23.71,24.63,24.612982
14:08:30,"bcf","02",23.71,24.59,24.61298
14:08:32,"bcf","02",23.67,24.69,24.612978
14:08:34,"bcf","02",23.69,24.71,24.612979
14:08:36,"bcf","02",23.69,24.71,24.612987
14:08:38,"bcf","02",23.69,24.59,24.612994
