"t","type","id","Ta","To","T"
14:34:00,"dci","04",22.47,24.63,24.614509
14:34:02,"dci","04",22.49,24.79,24.614443
14:34:04,"dci","04",22.49,24.71,24.614367
14:34:06,"dci","04",22.51,24.75,24.614288
14:34:08,"dci","04",22.49,24.67,24.614206
14:34:10,"dci","04",22.51,24.69,24.614127
14:34:12,"dci","04",22.51,24.67,24.614048
14:34:14,"dci","04",22.49,24.65,24.613979
14:34:16,"dci","04",22.51,24.71,24.61391
14:34:18,"dci","04",22.51,24.75,24.613841
14:34:20,"dci","04",22.51,24.61,24.613779
14:34:22,"dci","04",22.49,24.67,24.613712
14:34:24,"dci","04",22.49,24.67,24.613652
14:34:26,"dci","04",22.49,24.73,24.613604
14:34:28,"dci","04",22.51,24.71,24.613559
14:34:30,"dci","04",22.51,24.67,24.613519
14:34:32,"dci","04",22.53,24.65,24.613475
14:34:34,"dci","04",22.51,24.71,24.613448
14:34:36,"dci","04",22.51,24.71,24.613424
14:34:38,"dci","04",22.53,24.71,24.613405
14:34:40,"dci","04",22.53,24.73,24.613379
14:34:42,"dci","04",22.53,24.67,24.613364
14:34:44,"dci","04",22.51,24.63,24.613351
14:34:46,"dci","04",22.55,24.71,24.61334
14:34:48,"dci","04",22.51,24.73,24.61333
14:34:50,"dci","04",22.57,24.71,24.613325
14:34:52,"dci","04",22.51,24.67,24.613326
14:34:54,"dci","04",22.51,24.67,24.613331
14:34:56,"dci","04",22.51,24.65,24.613336
14:34:58,"dci","04",22.51,24.73,24.613348
14:35:00,"dci","04",22.53,24.71,24.613366
14:35:02,"dci","04",22.55,24.73,24.613378
