"t","type","id","Ta","To","T"
14:52:28,"dch","04",22.65,24.65,24.6115
14:52:30,"dch","04",22.71,24.67,24.611516
14:52:32,"dch","04",22.69,24.55,24.611533
14:52:34,"dch","04",22.77,24.65,24.611554
14:52:36,"dch","04",22.75,24.63,24.611584
14:52:38,"dch","04",22.83,24.73,24.611623
14:52:40,"dch","04",22.85,24.65,24.611664
14:52:42,"dch","04",22.83,24.61,24.611709
14:52:44,"dch","04",22.85,24.61,24.611762
14:52:46,"dch","04",22.87,24.65,24.611817
14:52:48,"dch","04",22.91,24.59,24.611866
14:52:50,"dch","04",22.95,24.71,24.611927
14:52:52,"dch","04",22.95,24.63,24.611994
14:52:54,"dch","04",22.97,24.65,24.612061
14:52:56,"dch","04",22.97,24.67,24.61213
14:52:58,"dch","04",22.99,24.63,24.612203
14:53:00,"dch","04",23.01,24.67,24.612282
14:53:02,"dch","04",23.01,24.61,24.612371
14:53:04,"dch","04",23.05,24.65,24.612461
14:53:06,"dch","04",23.07,24.69,24.612545
14:53:08,"dch","04",23.03,24.55,24.612637
14:53:10,"dch","04",23.07,24.57,24.61273
14:53:12,"dch","04",23.05,24.61,24.61282
14:53:14,"dch","04",23.07,24.61,24.612917
14:53:16,"dch","04",23.11,24.61,24.613009
14:53:18,"dch","04",23.09,24.71,24.613103
14:53:20,"dch","04",23.11,24.61,24.613204
14:53:22,"dch","04",23.15,24.63,24.613302
14:53:24,"dch","04",23.15,24.61,24.613404
14:53:26,"dch","04",23.11,24.59,24.613503
14:53:28,"dch","04",23.17,24.65,24.613604
