"t","type","id","Ta","To","T"
14:59:30,"dch","08",22.67,24.65,24.613094
14:59:32,"dch","08",22.73,24.65,24.613034
14:59:34,"dch","08",22.79,24.63,24.612971
14:59:36,"dch","08",22.85,24.65,24.612913
14:59:38,"dch","08",22.87,24.71,24.612839
14:59:40,"dch","08",22.93,24.63,24.61277
14:59:42,"dch","08",22.95,24.65,24.612705
14:59:44,"dch","08",22.97,24.65,24.612633
14:59:46,"dch","08",23.01,24.69,24.612569
14:59:48,"dch","08",23.05,24.69,24.612499
14:59:50,"dch","08",23.09,24.71,24.612432
14:59:52,"dch","08",23.09,24.65,24.612382
14:59:54,"dch","08",23.11,24.65,24.612323
14:59:56,"dch","08",23.11,24.67,24.61227
14:59:58,"dch","08",23.17,24.67,24.612221
15:00:00,"dch","08",23.17,24.67,24.612178
15:00:02,"dch","08",23.17,24.63,24.612143
15:00:04,"dch","08",23.21,24.71,24.612119
15:00:06,"dch","08",23.23,24.63,24.612102
15:00:08,"dch","08",23.23,24.61,24.612081
15:00:10,"dch","08",23.27,24.67,24.612074
15:00:12,"dch","08",23.29,24.65,24.61207
15:00:14,"dch","08",23.31,24.65,24.612072
15:00:16,"dch","08",23.29,24.65,24.612078
15:00:18,"dch","08",23.29,24.63,24.612083
15:00:20,"dch","08",23.31,24.65,24.612097
15:00:22,"dch","08",23.33,24.63,24.612117
15:00:24,"dch","08",23.33,24.63,24.612141
15:00:26,"dch","08",23.33,24.63,24.612166
15:00:28,"dch","08",23.33,24.63,24.612199
15:00:30,"dch","08",23.37,24.65,24.612238
15:00:32,"dch","08",23.35,24.59,24.612283
