"t","type","id","Ta","To","T"
14:37:54,"dci","06",22.53,24.71,24.610901
14:37:56,"dci","06",22.55,24.69,24.610979
14:37:58,"dci","06",22.55,24.73,24.611061
14:38:00,"dci","06",22.55,24.79,24.611152
14:38:02,"dci","06",22.53,24.73,24.611256
14:38:04,"dci","06",22.57,24.75,24.61135
14:38:06,"dci","06",22.59,24.73,24.61145
14:38:08,"dci","06",22.53,24.69,24.611548
14:38:10,"dci","06",22.59,24.75,24.611651
14:38:12,"dci","06",22.57,24.77,24.611754
14:38:14,"dci","06",22.59,24.75,24.611865
14:38:16,"dci","06",22.59,24.79,24.611976
14:38:18,"dci","06",22.57,24.77,24.612088
14:38:20,"dci","06",22.55,24.71,24.612203
14:38:22,"dci","06",22.59,24.77,24.612315
14:38:24,"dci","06",22.61,24.75,24.612428
14:38:26,"dci","06",22.57,24.65,24.61253
14:38:28,"dci","06",22.55,24.73,24.612644
14:38:30,"dci","06",22.59,24.75,24.612755
14:38:32,"dci","06",22.59,24.73,24.612858
14:38:34,"dci","06",22.57,24.77,24.612961
14:38:36,"dci","06",22.57,24.73,24.613062
14:38:38,"dci","06",22.61,24.67,24.613156
14:38:40,"dci","06",22.61,24.75,24.613245
14:38:42,"dci","06",22.59,24.63,24.613324
14:38:44,"dci","06",22.59,24.77,24.613413
14:38:46,"dci","06",22.61,24.65,24.61348
14:38:48,"dci","06",22.61,24.77,24.61355
14:38:50,"dci","06",22.61,24.69,24.613612
14:38:52,"dci","06",22.57,24.75,24.613666
14:38:54,"dci","06",22.61,24.73,24.613712
14:38:56,"dci","06",22.59,24.71,24.613754
