"t","type","id","Ta","To","T"
14:10:36,"bcf","03",23.53,24.79,24.613926
14:10:38,"bcf","03",23.51,24.83,24.613897
14:10:42,"bcf","03",23.53,24.55,24.613827
14:10:44,"bcf","03",23.53,24.61,24.613798
14:10:46,"bcf","03",23.53,24.65,24.613767
14:10:48,"bcf","03",23.53,24.65,24.613729
14:10:50,"bcf","03",23.51,24.51,24.613692
14:10:52,"bcf","03",23.55,24.51,24.61366
14:10:54,"bcf","03",23.53,24.53,24.613631
14:10:56,"bcf","03",23.55,24.45,24.613595
14:10:58,"bcf","03",23.53,24.47,24.613562
14:11:00,"bcf","03",23.55,24.57,24.613526
14:11:02,"bcf","03",23.55,24.67,24.613492
14:11:04,"bcf","03",23.55,24.55,24.613457
14:11:06,"bcf","03",23.55,24.73,24.613423
14:11:08,"bcf","03",23.55,24.51,24.613387
14:11:10,"bcf","03",23.55,24.47,24.613349
14:11:12,"bcf","03",23.55,24.59,24.613307
14:11:14,"bcf","03",23.55,24.63,24.613275
14:11:16,"bcf","03",23.55,24.41,24.61324
14:11:18,"bcf","03",23.53,24.69,24.6132
14:11:20,"bcf","03",23.57,24.51,24.613162
14:11:22,"bcf","03",23.57,24.47,24.613124
14:11:24,"bcf","03",23.55,24.67,24.613088
14:11:26,"bcf","03",23.57,24.43,24.613054
14:11:28,"bcf","03",23.55,24.65,24.613026
14:11:30,"bcf","03",23.55,24.61,24.613001
14:11:32,"bcf","03",23.57,24.53,24.612972
14:11:34,"bcf","03",23.55,24.67,24.612951
14:11:36,"bcf","03",23.57,24.59,24.612934
14:11:38,"bcf","03",23.55,24.51,24.612912
14:11:40,"bcf","03",23.59,24.53,24.61289
