"t","type","id","Ta","To","T"
14:14:14,"bcf","04",23.39,24.63,24.613198
14:14:16,"bcf","04",23.39,24.63,24.613166
14:14:18,"bcf","04",23.41,24.75,24.613138
14:14:20,"bcf","04",23.41,24.85,24.613104
14:14:22,"bcf","04",23.43,24.75,24.613071
14:14:24,"bcf","04",23.39,24.73,24.613036
14:14:26,"bcf","04",23.39,24.75,24.613001
14:14:28,"bcf","04",23.39,24.55,24.612958
14:14:30,"bcf","04",23.41,24.71,24.612923
14:14:32,"bcf","04",23.41,24.73,24.612881
14:14:34,"bcf","04",23.43,24.71,24.612839
14:14:36,"bcf","04",23.41,24.85,24.612805
14:14:38,"bcf","04",23.43,24.83,24.612769
14:14:40,"bcf","04",23.43,24.83,24.612728
14:14:42,"bcf","04",23.45,24.67,24.612693
14:14:44,"bcf","04",23.47,24.75,24.612651
14:14:46,"bcf","04",23.47,24.77,24.612619
14:14:48,"bcf","04",23.47,24.81,24.612587
14:14:50,"bcf","04",23.49,24.71,24.612552
14:14:52,"bcf","04",23.47,24.71,24.612512
14:14:54,"bcf","04",23.49,24.89,24.612482
14:14:56,"bcf","04",23.43,24.61,24.612447
14:14:58,"bcf","04",23.47,24.97,24.612414
14:15:02,"bcf","04",23.45,24.81,24.612371
14:15:08,"bcf","04",23.47,24.69,24.612352
14:15:10,"bcf","04",23.45,24.61,24.612348
14:15:12,"bcf","04",23.45,24.69,24.61235
14:15:14,"bcf","04",23.45,24.69,24.61236
14:15:16,"bcf","04",23.43,24.73,24.612379
14:15:18,"bcf","04",23.47,24.67,24.612399
14:15:20,"bcf","04",23.45,24.81,24.612427
14:15:22,"bcf","04",23.47,24.79,24.612462
14:15:24,"bcf","04",23.49,24.77,24.612499
