"t","Ta","To","To2","T"
14:23:00,23.07,6.59,7.07,4.657844
14:23:01,23.07,6.75,6.95,4.657831
14:23:02,23.13,6.63,6.81,4.657825
14:23:03,23.13,6.71,6.41,4.657826
14:23:04,23.09,6.67,6.45,4.657832
14:23:05,23.09,6.65,6.89,4.657838
14:23:06,23.07,6.71,6.27,4.657856
14:23:07,23.07,6.57,6.47,4.65787
14:23:08,23.09,6.69,6.81,4.657896
14:23:09,23.07,6.69,6.61,4.657922
14:23:10,23.07,6.63,6.89,4.657939
14:23:11,23.11,6.63,7.29,4.657967
14:23:12,23.13,6.69,7.43,4.657997
14:23:13,23.11,6.79,6.99,4.658018
14:23:14,23.11,6.67,6.97,4.658062
14:23:15,23.11,6.55,6.97,4.658098
14:23:16,23.09,6.69,6.77,4.658125
14:23:17,23.07,6.71,6.91,4.658155
14:23:18,23.11,6.57,6.83,4.658189
14:23:19,23.13,6.73,6.59,4.65823
14:23:20,23.09,6.75,6.25,4.658268
14:23:21,23.09,6.63,6.57,4.658309
14:23:22,23.09,6.59,7.21,4.658336
14:23:23,23.07,6.65,6.79,4.658376
14:23:24,23.07,6.57,6.95,4.658411
14:23:25,23.09,6.65,6.89,4.658448
14:23:26,23.09,6.63,7.01,4.658488
14:23:27,23.11,6.67,7.01,4.658527
14:23:28,23.09,6.69,7.03,4.658566
14:23:29,23.05,6.65,6.97,4.658605
14:23:30,23.07,6.59,7.39,4.65865
14:23:31,23.03,6.59,7.69,4.658694
14:23:32,23.07,6.53,7.49,4.658731
14:23:33,23.07,6.59,6.73,4.658764
14:23:34,23.07,6.63,7.37,4.658795
14:23:35,23.07,6.61,7.15,4.658836
14:23:36,23.11,6.59,7.49,4.658864
14:23:37,23.11,6.73,7.51,4.658878
14:23:38,23.07,6.59,7.35,4.658897
14:23:39,23.05,6.57,6.85,4.65892
14:23:40,23.03,6.61,7.19,4.65895
14:23:41,23.09,6.77,6.95,4.658968
14:23:42,23.05,6.71,6.85,4.658999
14:23:43,23.11,6.65,7.33,4.659035
14:23:44,23.09,6.67,6.93,4.659051
14:23:45,23.09,6.57,6.97,4.659085
14:23:47,23.05,6.71,7.23,4.659155
14:23:48,23.05,6.65,6.73,4.659188
14:23:50,23.03,6.69,6.73,4.659251
14:23:51,23.05,6.65,7.03,4.659284
14:23:52,23.05,6.57,7.07,4.659331
14:23:53,23.07,6.63,6.67,4.659371
14:23:54,23.09,6.61,7.01,4.65941
14:23:55,23.09,6.73,7.21,4.659457
14:23:56,23.01,6.67,6.63,4.65951
14:23:57,23.09,6.61,6.55,4.659562
14:23:58,23.11,6.69,7.11,4.659606
14:23:59,23.11,6.71,6.89,4.659654
14:24:00,23.11,6.69,7.39,4.659698
14:24:01,23.05,6.63,6.87,4.659745
14:24:02,23.05,6.57,7.61,4.659782
14:24:03,23.05,6.55,6.71,4.659825
14:24:04,23.09,6.63,7.73,4.659872
14:24:05,22.93,6.57,6.59,4.659903
14:24:06,23.07,6.65,7.33,4.659948
14:24:07,23.11,6.67,7.39,4.66
