"t","type","k","id","Ta","To","To2","T"
16:15:58,"dci","40","07",24.83,40.93,47.39,39.588408
16:15:59,"dci","40","07",24.89,40.95,46.47,39.588428
16:16:00,"dci","40","07",24.83,41.03,45.37,39.588452
16:16:01,"dci","40","07",24.87,41.11,45.33,39.588468
16:16:02,"dci","40","07",24.83,41.03,45.41,39.588486
16:16:03,"dci","40","07",24.85,41.09,44.45,39.588502
16:16:04,"dci","40","07",24.91,41.07,44.11,39.588503
16:16:05,"dci","40","07",24.91,41.07,44.07,39.588518
16:16:06,"dci","40","07",24.87,41.09,44.45,39.588534
16:16:07,"dci","40","07",24.93,41.07,44.61,39.588538
16:16:08,"dci","40","07",24.93,41.11,44.75,39.588565
16:16:09,"dci","40","07",24.87,41.09,45.11,39.588581
16:16:10,"dci","40","07",24.89,41.07,44.95,39.588596
16:16:11,"dci","40","07",24.93,41.13,44.07,39.588595
16:16:12,"dci","40","07",24.91,41.05,43.43,39.588616
16:16:13,"dci","40","07",24.91,41.11,42.63,39.588609
16:16:14,"dci","40","07",24.89,41.15,41.99,39.588618
16:16:15,"dci","40","07",24.91,41.17,41.37,39.588636
16:16:16,"dci","40","07",24.93,41.13,42.17,39.588649
16:16:17,"dci","40","07",24.95,41.11,42.83,39.588643
16:16:18,"dci","40","07",24.91,41.15,43.37,39.588638
16:16:19,"dci","40","07",24.93,41.09,43.65,39.588638
16:16:20,"dci","40","07",24.91,41.07,43.65,39.588643
16:16:21,"dci","40","07",24.89,41.01,43.55,39.588638
16:16:22,"dci","40","07",24.91,41.15,44.27,39.588644
16:16:23,"dci","40","07",24.93,41.07,44.41,39.588651
16:16:24,"dci","40","07",24.91,41.09,43.63,39.588644
16:16:25,"dci","40","07",24.95,41.09,44.01,39.588643
16:16:26,"dci","40","07",24.93,41.09,44.75,39.588638
16:16:27,"dci","40","07",24.97,41.09,43.83,39.588624
16:16:28,"dci","40","07",24.93,41.13,43.35,39.588607
16:16:29,"dci","40","07",24.95,41.09,42.27,39.588591
16:16:30,"dci","40","07",24.93,41.09,42.53,39.588566
16:16:31,"dci","40","07",24.97,41.15,42.17,39.588553
16:16:32,"dci","40","07",24.91,41.03,42.05,39.588531
16:16:33,"dci","40","07",24.95,41.15,41.25,39.588524
16:16:34,"dci","40","07",24.93,41.09,41.37,39.588514
16:16:35,"dci","40","07",24.95,41.09,40.91,39.588507
16:16:36,"dci","40","07",24.89,41.09,41.09,39.588489
16:16:37,"dci","40","07",24.93,41.19,41.71,39.58848
16:16:38,"dci","40","07",24.93,41.19,42.47,39.588464
16:16:39,"dci","40","07",24.95,41.11,42.89,39.588454
16:16:40,"dci","40","07",24.93,41.09,42.17,39.588444
16:16:41,"dci","40","07",24.95,41.07,41.49,39.588437
16:16:42,"dci","40","07",24.93,41.13,41.51,39.588417
16:16:43,"dci","40","07",24.95,41.17,41.27,39.588414
16:16:44,"dci","40","07",24.93,41.13,42.15,39.588398
16:16:45,"dci","40","07",24.93,41.09,43.21,39.588391
16:16:46,"dci","40","07",24.95,40.99,43.05,39.588373
16:16:47,"dci","40","07",24.95,41.09,43.49,39.588369
16:16:48,"dci","40","07",24.95,41.17,42.89,39.588373
16:16:49,"dci","40","07",24.97,41.13,43.63,39.588362
16:16:50,"dci","40","07",24.95,41.13,43.91,39.588355
16:16:51,"dci","40","07",24.97,41.07,44.17,39.588349
16:16:52,"dci","40","07",24.95,41.15,43.77,39.588346
16:16:53,"dci","40","07",24.95,41.09,43.39,39.588338
16:16:54,"dci","40","07",24.97,41.13,43.95,39.588335
16:16:55,"dci","40","07",25.01,41.11,44.39,39.588328
16:16:56,"dci","40","07",24.93,41.01,44.53,39.58833
16:16:57,"dci","40","07",24.97,41.11,44.51,39.58833
16:16:58,"dci","40","07",24.97,41.03,45.23,39.588337
16:16:59,"dci","40","07",25.01,40.99,45.25,39.588346
16:17:00,"dci","40","07",24.97,40.95,44.55,39.58835
