"t","Ta","To","To2","T"
16:01:31,25.47,43.29,154.05,39.587388
16:01:32,25.55,42.73,136.83,39.587402
16:01:33,25.63,42.55,118.91,39.587425
16:01:34,25.67,42.03,106.85,39.587459
16:01:35,25.73,41.79,94.77,39.587489
16:01:36,25.75,41.63,84.73,39.58751
16:01:37,25.79,41.55,78.53,39.587533
16:01:38,25.79,41.43,72.87,39.587569
16:01:39,25.81,41.31,68.55,39.587588
16:01:40,25.85,41.31,64.77,39.587623
16:01:41,25.85,41.19,61.71,39.587635
16:01:42,25.87,41.01,59.83,39.587648
16:01:43,25.85,41.15,56.25,39.587663
16:01:44,25.89,41.19,53.31,39.58768
16:01:45,25.91,41.03,52.45,39.587697
16:01:46,25.87,40.79,50.13,39.587718
16:01:47,25.89,40.93,49.39,39.587738
16:01:48,25.87,40.95,50.07,39.587757
16:01:49,25.89,40.89,49.77,39.587774
16:01:50,25.89,41.03,47.03,39.587792
16:01:51,25.87,40.85,46.31,39.587792
16:01:52,25.89,41.01,47.77,39.587802
16:01:53,25.93,40.91,46.75,39.587825
16:01:54,25.89,40.93,46.41,39.587843
16:01:55,25.91,41.07,49.23,39.58785
16:01:56,25.93,41.01,48.61,39.587846
16:01:57,25.89,40.97,50.11,39.58785
16:01:59,25.93,41.05,52.23,39.587853
16:02:01,25.93,40.97,50.77,39.587858
16:02:02,25.91,40.79,52.89,39.587853
16:02:03,25.91,40.93,49.97,39.587841
16:02:04,25.95,40.87,47.67,39.587832
16:02:05,25.93,40.97,47.47,39.587821
16:02:06,25.91,40.73,45.95,39.587797
16:02:07,25.93,40.73,44.13,39.587763
16:02:08,25.91,40.79,42.77,39.58774
16:02:09,25.95,41.13,41.63,39.587702
16:02:10,25.93,41.05,44.87,39.587678
16:02:11,25.93,40.89,43.61,39.587651
16:02:12,25.95,40.83,42.79,39.587624
16:02:13,25.91,40.91,43.13,39.587587
16:02:14,25.93,40.83,42.69,39.587548
16:02:15,25.89,41.01,42.11,39.587508
16:02:16,25.93,40.81,42.09,39.58746
16:02:17,25.93,40.99,40.71,39.587411
16:02:19,25.91,40.61,41.57,39.587364
16:02:20,25.91,40.87,43.21,39.587274
16:02:21,25.93,40.91,42.87,39.587233
16:02:22,25.91,41.09,45.01,39.587192
16:02:23,25.93,41.09,46.35,39.58714
16:02:24,25.93,41.03,47.99,39.587091
16:02:25,25.91,40.99,47.73,39.587043
16:02:26,25.93,40.95,46.17,39.586987
16:02:27,25.93,40.93,46.41,39.586932
16:02:28,25.97,40.87,46.63,39.586873
16:02:29,25.93,41.05,45.13,39.586828
16:02:30,25.95,40.95,45.41,39.586768
16:02:31,25.93,40.95,45.45,39.586726
16:02:32,25.91,40.95,45.61,39.586673
16:02:33,25.93,40.83,45.15,39.586618
16:02:34,25.93,40.87,45.41,39.586562
16:02:35,25.93,40.87,45.97,39.586503
