"t","Ta","To","To2","T"
16:10:45,24.35,40.75,83.45,39.587512
16:10:46,24.43,40.87,74.75,39.587517
16:10:47,24.47,40.91,67.07,39.587516
16:10:48,24.49,40.85,62.21,39.587518
16:10:49,24.53,40.91,56.63,39.587529
16:10:50,24.57,40.83,53.07,39.587533
16:10:51,24.59,40.91,50.49,39.58753
16:10:52,24.53,40.77,48.25,39.587529
16:10:53,24.59,40.81,46.69,39.587557
16:10:54,24.59,40.83,46.09,39.587577
16:10:55,24.63,40.89,44.91,39.587574
16:10:56,24.65,40.95,44.09,39.587576
16:10:57,24.61,40.93,43.93,39.587599
16:10:58,24.63,40.93,43.49,39.587607
16:10:59,24.57,40.83,43.63,39.58762
16:11:00,24.67,41.01,43.59,39.587634
16:11:01,24.65,40.83,43.57,39.58767
16:11:02,24.59,40.89,42.85,39.587684
16:11:03,24.59,40.89,42.83,39.587704
16:11:04,24.57,40.77,42.39,39.587722
16:11:05,24.67,40.83,42.49,39.587742
16:11:06,24.67,40.83,42.17,39.58777
16:11:07,24.65,40.85,42.17,39.587783
16:11:08,24.67,40.93,42.41,39.587803
16:11:10,24.65,40.93,43.15,39.587825
16:11:11,24.61,40.89,43.03,39.58788
16:11:13,24.61,40.87,44.25,39.587913
16:11:14,24.65,40.97,43.43,39.587926
16:11:15,24.67,40.87,43.61,39.587933
16:11:16,24.67,40.93,43.77,39.587982
16:11:18,24.67,41.01,43.21,39.588002
16:11:19,24.65,40.97,43.35,39.588021
16:11:20,24.67,40.99,43.59,39.588064
16:11:22,24.69,40.93,44.65,39.58808
16:11:23,24.67,40.93,44.77,39.5881
16:11:24,24.67,40.91,44.11,39.588119
16:11:25,24.73,40.83,43.89,39.588156
16:11:27,24.69,40.91,42.33,39.588179
16:11:28,24.69,40.87,41.89,39.588194
16:11:29,24.67,40.93,41.63,39.588203
16:11:30,24.71,40.93,41.55,39.588227
16:11:31,24.69,40.93,41.27,39.588231
16:11:32,24.71,40.89,40.89,39.588257
16:11:34,24.71,40.97,41.31,39.58827
16:11:35,24.71,41.01,41.29,39.588291
16:11:37,24.71,40.97,41.15,39.588301
16:11:38,24.69,40.87,41.87,39.58832
16:11:40,24.67,40.87,41.71,39.588352
16:11:41,24.73,41.01,41.81,39.588358
16:11:43,24.67,40.93,40.79,39.588374
16:11:44,24.67,40.97,41.49,39.588394
16:11:45,24.73,41.01,42.13,39.588407
16:11:46,24.71,40.97,42.51,39.588432
