"t","type","k","id","Ta","To","To2","T"
14:02:10,"bcf","5","05",23.79,7.05,10.99,4.654662
14:02:11,"bcf","5","05",23.81,6.89,12.69,4.654648
14:02:12,"bcf","5","05",23.79,6.67,14.51,4.65463
14:02:13,"bcf","5","05",23.81,6.87,12.39,4.654612
14:02:14,"bcf","5","05",23.83,6.69,13.83,4.654598
14:02:15,"bcf","5","05",23.77,6.83,14.05,4.654586
14:02:16,"bcf","5","05",23.79,6.71,14.13,4.654574
14:02:17,"bcf","5","05",23.81,6.79,14.05,4.654559
14:02:18,"bcf","5","05",23.79,6.73,13.07,4.654557
14:02:19,"bcf","5","05",23.81,6.67,12.55,4.654545
14:02:20,"bcf","5","05",23.77,6.93,12.69,4.654539
14:02:21,"bcf","5","05",23.81,6.43,15.07,4.65454
14:02:22,"bcf","5","05",23.79,6.41,16.11,4.654545
14:02:23,"bcf","5","05",23.79,6.53,13.31,4.65454
14:02:24,"bcf","5","05",23.79,6.63,13.35,4.654531
14:02:25,"bcf","5","05",23.77,6.97,11.59,4.654529
14:02:26,"bcf","5","05",23.77,6.73,12.89,4.654528
14:02:27,"bcf","5","05",23.77,6.73,13.95,4.654505
14:02:28,"bcf","5","05",23.77,6.73,13.33,4.654498
14:02:29,"bcf","5","05",23.79,6.71,13.59,4.654491
14:02:30,"bcf","5","05",23.77,6.61,14.09,4.654492
14:02:31,"bcf","5","05",23.77,6.77,14.01,4.654486
14:02:32,"bcf","5","05",23.79,6.71,12.91,4.65449
14:02:33,"bcf","5","05",23.79,6.61,13.79,4.654489
14:02:34,"bcf","5","05",23.77,6.59,12.89,4.654491
14:02:35,"bcf","5","05",23.77,6.55,14.79,4.654508
14:02:36,"bcf","5","05",23.73,6.51,15.01,4.654529
14:02:37,"bcf","5","05",23.79,6.57,12.95,4.654543
14:02:38,"bcf","5","05",23.79,6.69,13.07,4.654557
14:02:39,"bcf","5","05",23.77,6.63,14.75,4.654584
14:02:41,"bcf","5","05",23.79,6.51,13.79,4.654646
14:02:42,"bcf","5","05",23.77,6.59,14.13,4.654686
14:02:44,"bcf","5","05",23.77,6.73,13.83,4.654754
14:02:45,"bcf","5","05",23.81,6.75,12.09,4.654796
14:02:47,"bcf","5","05",23.73,6.63,13.47,4.654875
14:02:48,"bcf","5","05",23.79,6.75,13.37,4.654923
14:02:49,"bcf","5","05",23.79,6.57,13.23,4.654978
14:02:50,"bcf","5","05",23.77,6.57,13.87,4.655032
14:02:52,"bcf","5","05",23.77,6.77,13.13,4.65513
14:02:53,"bcf","5","05",23.79,6.77,13.15,4.655199
14:02:54,"bcf","5","05",23.77,6.53,15.13,4.655253
14:02:57,"bcf","5","05",23.75,6.61,13.69,4.655447
14:03:00,"bcf","5","05",23.77,6.81,12.31,4.655649
14:03:05,"bcf","5","05",23.79,6.85,13.33,4.656041
14:03:06,"bcf","5","05",23.75,6.77,14.63,4.656122
14:03:07,"bcf","5","05",23.77,6.79,13.97,4.656212
14:03:08,"bcf","5","05",23.75,6.91,10.01,4.6563
14:03:09,"bcf","5","05",23.77,6.95,12.69,4.656388
14:03:10,"bcf","5","05",23.77,6.65,13.55,4.65647
14:03:11,"bcf","5","05",23.77,6.81,13.77,4.656556
14:03:12,"bcf","5","05",23.77,6.75,14.17,4.656634
14:03:13,"bcf","5","05",23.77,6.77,13.11,4.656714
