"t","Ta","To","To2","T"
15:50:39,25.03,39.47,121.37,39.57759
15:50:40,25.05,39.75,104.65,39.577615
15:50:41,25.07,39.97,93.93,39.577644
15:50:42,25.15,40.13,82.37,39.577669
15:50:43,25.13,40.53,71.53,39.577716
15:50:44,25.19,40.63,65.25,39.577742
15:50:45,25.23,40.75,61.07,39.577771
15:50:46,25.19,40.79,58.37,39.577805
15:50:47,25.23,40.79,54.01,39.577848
15:50:48,25.23,40.77,52.15,39.577886
15:50:49,25.23,40.77,49.75,39.57794
15:50:50,25.23,40.87,48.31,39.577987
15:50:51,25.25,40.93,48.53,39.57802
15:50:52,25.23,40.85,48.25,39.57805
15:50:53,25.25,40.75,49.59,39.578097
15:50:54,25.25,40.69,47.57,39.578157
15:50:55,25.25,40.85,46.81,39.578202
15:50:56,25.27,40.81,45.65,39.578249
15:50:57,25.25,40.83,45.29,39.578302
15:50:58,25.25,40.79,42.51,39.578355
15:50:59,25.27,40.75,42.29,39.578414
15:51:00,25.29,40.95,40.41,39.578463
15:51:01,25.25,40.83,42.47,39.578517
15:51:02,25.27,40.81,42.97,39.578567
15:51:03,25.27,40.85,45.15,39.578627
15:51:04,25.29,40.85,46.21,39.578695
15:51:05,25.27,40.81,48.69,39.578754
15:51:06,25.27,40.75,47.49,39.578815
15:51:07,25.29,40.81,46.87,39.578866
15:51:08,25.29,40.77,44.99,39.578932
15:51:09,25.33,40.75,43.71,39.578986
15:51:10,25.29,40.83,40.43,39.579048
15:51:11,25.31,40.83,41.29,39.579104
15:51:12,25.31,41.15,42.23,39.579165
15:51:13,25.31,40.83,45.45,39.57921
15:51:14,25.31,40.91,44.95,39.57927
15:51:15,25.29,40.81,45.93,39.579329
15:51:16,25.29,40.89,44.81,39.579393
15:51:17,25.31,40.87,44.01,39.579437
15:51:18,25.31,41.11,41.63,39.579492
15:51:19,25.35,40.85,43.07,39.579526
15:51:20,25.33,40.83,43.27,39.579583
15:51:21,25.31,40.77,43.53,39.579639
15:51:22,25.33,40.91,42.47,39.57969
15:51:23,25.33,41.05,40.27,39.579732
15:51:24,25.31,40.81,42.03,39.579778
15:51:25,25.33,40.81,40.89,39.579823
15:51:26,25.35,40.67,42.13,39.579869
15:51:27,25.33,40.97,41.29,39.579915
15:51:28,25.35,41.01,39.21,39.579964
15:51:29,25.31,40.73,38.37,39.580001
15:51:30,25.37,40.99,37.29,39.58004
15:51:31,25.35,40.89,36.91,39.580083
15:51:32,25.35,40.79,35.63,39.580125
15:51:34,25.35,40.91,36.09,39.580198
15:51:35,25.37,40.91,35.61,39.580233
15:51:37,25.33,40.87,35.59,39.580301
15:51:39,25.31,40.91,35.53,39.580373
15:51:40,25.35,40.81,36.15,39.580411
15:51:41,25.37,40.83,37.67,39.580439
