"t","type","k","id","Ta","To","To2","T"
13:58:15,"bcf","5","03",24.11,7.15,20.41,4.656483
13:58:16,"bcf","5","03",24.07,7.13,19.03,4.656403
13:58:17,"bcf","5","03",24.13,7.01,22.33,4.656313
13:58:18,"bcf","5","03",24.07,7.19,18.93,4.656221
13:58:19,"bcf","5","03",24.09,7.09,20.53,4.656131
13:58:20,"bcf","5","03",24.11,7.09,19.79,4.656029
13:58:21,"bcf","5","03",24.11,7.21,17.83,4.655935
13:58:22,"bcf","5","03",24.09,6.99,19.99,4.65584
13:58:23,"bcf","5","03",24.07,7.13,19.49,4.655745
13:58:24,"bcf","5","03",24.09,7.05,20.09,4.655659
13:58:25,"bcf","5","03",24.11,7.05,19.43,4.655557
13:58:26,"bcf","5","03",24.07,7.01,19.15,4.655465
13:58:27,"bcf","5","03",24.03,7.07,19.37,4.65538
13:58:28,"bcf","5","03",24.07,7.15,20.27,4.6553
13:58:29,"bcf","5","03",24.09,7.05,19.63,4.655218
13:58:30,"bcf","5","03",24.11,7.27,20.29,4.655142
13:58:31,"bcf","5","03",24.07,7.09,19.21,4.655073
13:58:32,"bcf","5","03",24.11,7.17,20.39,4.655
13:58:33,"bcf","5","03",24.09,6.79,21.13,4.654935
13:58:34,"bcf","5","03",24.05,7.09,21.09,4.654867
13:58:35,"bcf","5","03",24.11,7.13,18.99,4.654816
13:58:36,"bcf","5","03",24.07,6.93,19.11,4.65476
13:58:37,"bcf","5","03",24.09,7.15,19.01,4.65471
13:58:38,"bcf","5","03",24.05,7.07,16.39,4.654658
13:58:39,"bcf","5","03",24.09,7.11,19.47,4.654609
13:58:40,"bcf","5","03",24.07,7.19,19.45,4.654557
13:58:41,"bcf","5","03",24.07,7.11,17.01,4.654511
13:58:42,"bcf","5","03",24.09,6.99,20.61,4.654471
13:58:43,"bcf","5","03",24.07,7.11,16.51,4.654441
13:58:44,"bcf","5","03",24.09,7.47,17.13,4.654403
13:58:45,"bcf","5","03",24.11,7.07,19.29,4.654376
13:58:46,"bcf","5","03",24.07,7.19,19.91,4.654353
13:58:47,"bcf","5","03",24.07,7.05,20.37,4.654343
13:58:48,"bcf","5","03",24.07,7.03,19.77,4.654331
13:58:49,"bcf","5","03",24.09,7.05,17.17,4.65433
13:58:50,"bcf","5","03",24.05,7.01,19.21,4.654331
13:58:51,"bcf","5","03",24.09,7.11,20.45,4.65433
13:58:52,"bcf","5","03",23.97,7.11,17.77,4.654335
13:58:53,"bcf","5","03",24.05,7.13,18.67,4.654345
13:58:54,"bcf","5","03",24.05,7.23,16.45,4.654352
13:58:55,"bcf","5","03",24.07,7.43,17.81,4.654372
13:58:56,"bcf","5","03",24.07,7.11,20.21,4.654379
13:58:57,"bcf","5","03",24.07,7.45,17.83,4.654391
13:58:58,"bcf","5","03",24.05,7.11,19.19,4.654401
13:58:59,"bcf","5","03",24.07,7.01,19.95,4.654422
13:59:00,"bcf","5","03",24.07,7.29,18.69,4.65443
13:59:01,"bcf","5","03",24.05,7.11,17.79,4.654435
13:59:02,"bcf","5","03",24.05,7.21,18.95,4.654443
13:59:03,"bcf","5","03",24.07,7.17,18.67,4.65446
13:59:04,"bcf","5","03",24.07,7.25,17.39,4.654472
13:59:05,"bcf","5","03",24.05,7.07,20.15,4.654469
13:59:06,"bcf","5","03",24.07,7.07,20.45,4.654472
13:59:07,"bcf","5","03",24.09,7.15,19.05,4.65449
13:59:08,"bcf","5","03",24.05,7.17,18.79,4.654497
13:59:09,"bcf","5","03",24.05,7.09,19.91,4.654517
13:59:10,"bcf","5","03",24.07,6.99,20.11,4.654544
13:59:11,"bcf","5","03",24.07,7.29,19.89,4.654559
13:59:12,"bcf","5","03",24.09,6.85,22.09,4.65459
13:59:13,"bcf","5","03",24.03,7.05,19.51,4.65461
13:59:14,"bcf","5","03",24.05,7.09,18.97,4.654633
13:59:15,"bcf","5","03",24.05,7.29,19.35,4.654656
13:59:16,"bcf","5","03",24.05,7.07,20.13,4.654675
13:59:17,"bcf","5","03",24.07,7.05,19.39,4.654682
13:59:18,"bcf","5","03",24.07,7.03,20.85,4.654696
13:59:19,"bcf","5","03",24.05,7.01,21.27,4.654692
