"t","Ta","To","To2","T"
14:05:59,23.95,6.97,17.41,4.655
14:06:00,23.97,6.69,18.69,4.654996
14:06:01,23.89,6.87,18.55,4.655
14:06:02,23.95,6.85,18.63,4.654986
14:06:03,23.93,6.71,19.33,4.654987
14:06:04,23.91,6.75,18.19,4.65499
14:06:05,23.95,6.95,17.17,4.655003
14:06:06,23.93,7.17,17.83,4.655024
14:06:07,23.95,6.93,17.55,4.655034
14:06:08,23.93,6.63,18.17,4.655054
14:06:09,23.97,6.75,18.13,4.655087
14:06:10,23.93,6.87,17.97,4.65512
14:06:11,23.93,6.95,16.51,4.655152
14:06:12,23.95,6.79,18.47,4.65519
14:06:13,23.97,7.03,16.93,4.655223
14:06:14,23.93,7.17,15.95,4.655265
14:06:15,23.93,6.87,17.33,4.655324
14:06:16,23.87,6.51,17.81,4.655379
14:06:17,23.95,6.87,17.83,4.655431
14:06:18,23.95,6.73,18.07,4.65549
14:06:19,23.95,6.95,18.41,4.655544
14:06:20,23.93,6.91,17.79,4.6556
14:06:21,23.93,6.79,19.29,4.655664
14:06:22,23.95,6.85,16.69,4.655731
14:06:23,23.93,6.77,18.43,4.655786
14:06:24,23.95,6.83,18.21,4.655852
14:06:25,23.93,6.85,17.73,4.655913
14:06:26,23.95,7.03,17.11,4.65598
14:06:27,23.93,7.01,15.67,4.65605
14:06:28,23.93,7.01,16.21,4.656115
14:06:29,23.93,6.91,17.25,4.656177
14:06:30,23.93,7.07,16.47,4.656241
14:06:31,23.95,6.91,17.43,4.656295
14:06:32,23.95,6.87,16.75,4.656353
14:06:33,23.91,6.77,18.07,4.656409
14:06:34,23.91,6.97,17.65,4.656465
14:06:35,23.93,7.01,18.27,4.656524
14:06:36,23.93,6.91,16.85,4.656577
14:06:37,23.91,6.93,17.43,4.656652
14:06:38,23.95,6.77,16.73,4.656715
14:06:39,23.91,6.79,17.93,4.656782
14:06:40,23.91,6.69,16.01,4.656847
14:06:41,23.93,6.99,17.55,4.656918
14:06:42,23.93,6.83,16.61,4.656985
14:06:43,23.93,6.95,15.97,4.657055
14:06:44,23.91,7.05,17.73,4.657119
14:06:45,23.93,7.01,18.19,4.657177
14:06:46,23.93,7.01,18.11,4.657228
14:06:47,23.95,6.83,17.75,4.657291
14:06:49,23.95,6.95,18.71,4.657393
14:06:50,23.95,6.75,17.83,4.657442
14:06:52,23.91,6.51,18.53,4.65752
14:06:53,23.91,6.99,16.27,4.657563
14:06:55,23.91,7.11,16.95,4.657654
14:06:56,23.91,6.99,16.81,4.657697
14:06:57,23.93,6.93,18.37,4.65773
14:06:58,23.91,6.65,18.83,4.657775
14:06:59,23.93,6.85,17.15,4.657815
14:07:00,23.91,6.97,15.75,4.657841
14:07:01,23.93,7.13,17.79,4.657894
14:07:02,23.89,6.77,17.87,4.657949
