"t","Ta","To","To2","T"
16:12:33,24.57,40.65,74.41,39.588944
16:12:34,24.63,40.71,66.89,39.58893
16:12:35,24.63,40.85,60.09,39.588925
16:12:36,24.65,40.85,55.69,39.588911
16:12:37,24.67,41.01,52.17,39.588903
16:12:38,24.69,40.91,49.89,39.588887
16:12:39,24.75,40.99,48.27,39.588873
16:12:40,24.75,41.07,46.07,39.588854
16:12:41,24.71,41.03,45.43,39.588831
16:12:42,24.71,41.11,44.75,39.588795
16:12:43,24.73,41.09,44.17,39.588755
16:12:44,24.75,41.09,43.63,39.588731
16:12:45,24.79,41.13,43.23,39.588693
16:12:46,24.79,41.15,42.97,39.588661
16:12:47,24.77,41.11,42.43,39.588616
16:12:48,24.81,41.19,41.89,39.588578
16:12:49,24.77,41.11,41.41,39.588547
16:12:50,24.75,41.09,41.57,39.5885
16:12:51,24.81,41.13,41.33,39.588447
16:12:52,24.79,41.11,40.87,39.588408
16:12:53,24.77,41.13,40.31,39.588369
16:12:54,24.79,41.15,40.91,39.588336
16:12:56,24.79,41.13,41.55,39.588267
16:12:58,24.75,41.07,42.01,39.588198
16:12:59,24.79,41.13,41.59,39.588162
16:13:00,24.81,41.11,40.89,39.588125
16:13:01,24.81,41.15,40.95,39.588085
16:13:02,24.81,41.05,40.97,39.588047
16:13:03,24.75,41.05,40.73,39.588019
16:13:04,24.79,41.05,40.71,39.587984
16:13:05,24.83,41.09,40.27,39.587951
16:13:06,24.77,41.07,40.17,39.58793
16:13:07,24.83,41.11,40.09,39.587909
16:13:08,24.73,41.13,40.05,39.587876
16:13:09,24.79,41.09,40.37,39.587843
16:13:10,24.81,41.15,40.33,39.587816
16:13:11,24.75,41.05,41.05,39.587784
16:13:12,24.81,41.03,41.51,39.587764
16:13:13,24.75,41.07,42.45,39.587752
16:13:14,24.81,40.99,42.55,39.58774
16:13:15,24.83,41.15,42.65,39.587728
16:13:16,24.77,40.99,43.07,39.587725
16:13:17,24.83,41.15,41.71,39.587714
16:13:18,24.81,41.09,41.93,39.587707
16:13:19,24.81,41.03,42.49,39.587695
16:13:20,24.81,41.03,42.17,39.587686
16:13:21,24.83,41.11,41.23,39.587692
16:13:22,24.81,41.13,40.93,39.587691
16:13:23,24.81,41.11,41.31,39.58769
16:13:24,24.79,41.17,41.67,39.587688
16:13:25,24.85,41.13,41.91,39.587694
16:13:26,24.81,41.17,41.25,39.5877
16:13:27,24.79,41.19,41.69,39.587702
16:13:28,24.83,41.05,42.09,39.587714
16:13:29,24.87,41.01,41.57,39.587717
16:13:30,24.83,40.99,41.87,39.587726
16:13:31,24.83,41.07,41.33,39.587734
16:13:32,24.85,41.15,41.27,39.587743
16:13:33,24.79,41.09,42.51,39.587748
16:13:34,24.81,41.13,42.83,39.587749
16:13:35,24.87,41.15,42.71,39.587755
