"t","type","k","id","Ta","To","To2","T"
14:03:50,"bcf","5","06",23.89,7.09,15.73,4.657372
14:03:51,"bcf","5","06",23.85,6.97,16.35,4.657316
14:03:52,"bcf","5","06",23.87,7.19,16.15,4.657266
14:03:53,"bcf","5","06",23.85,6.85,19.67,4.657208
14:03:54,"bcf","5","06",23.85,6.69,20.11,4.65715
14:03:55,"bcf","5","06",23.85,6.93,17.31,4.657085
14:03:56,"bcf","5","06",23.85,6.77,18.99,4.657017
14:03:57,"bcf","5","06",23.85,6.89,18.15,4.656947
14:03:58,"bcf","5","06",23.85,6.91,19.25,4.656881
14:03:59,"bcf","5","06",23.87,6.83,17.25,4.656819
14:04:00,"bcf","5","06",23.83,7.03,16.11,4.656739
14:04:01,"bcf","5","06",23.85,6.75,19.15,4.656672
14:04:02,"bcf","5","06",23.83,6.91,18.35,4.656612
14:04:03,"bcf","5","06",23.83,6.91,16.85,4.656554
14:04:04,"bcf","5","06",23.85,6.81,18.65,4.656495
14:04:05,"bcf","5","06",23.83,6.97,17.99,4.656439
14:04:06,"bcf","5","06",23.85,6.85,18.15,4.656381
14:04:07,"bcf","5","06",23.83,6.85,19.33,4.656325
14:04:08,"bcf","5","06",23.83,6.89,17.49,4.656287
14:04:09,"bcf","5","06",23.87,6.87,17.97,4.656235
14:04:10,"bcf","5","06",23.87,6.99,19.25,4.656187
14:04:11,"bcf","5","06",23.85,6.79,17.79,4.656136
14:04:12,"bcf","5","06",23.85,6.81,16.85,4.656078
14:04:13,"bcf","5","06",23.87,7.05,18.33,4.656022
14:04:14,"bcf","5","06",23.85,6.93,17.27,4.655987
14:04:15,"bcf","5","06",23.81,6.89,18.61,4.655952
14:04:16,"bcf","5","06",23.85,7.05,19.23,4.655918
14:04:17,"bcf","5","06",23.83,6.89,18.29,4.655882
14:04:18,"bcf","5","06",23.83,6.93,20.53,4.655862
14:04:19,"bcf","5","06",23.85,6.83,19.69,4.655837
14:04:20,"bcf","5","06",23.85,6.95,18.29,4.655819
14:04:21,"bcf","5","06",23.85,7.09,16.83,4.655804
14:04:22,"bcf","5","06",23.83,6.77,20.27,4.65578
14:04:23,"bcf","5","06",23.83,7.05,15.95,4.655761
14:04:24,"bcf","5","06",23.85,6.83,15.95,4.655755
14:04:25,"bcf","5","06",23.89,7.13,17.99,4.655741
14:04:26,"bcf","5","06",23.81,6.73,19.13,4.655735
14:04:27,"bcf","5","06",23.83,6.99,16.55,4.655728
14:04:28,"bcf","5","06",23.85,6.93,18.85,4.65573
14:04:29,"bcf","5","06",23.87,6.69,19.37,4.655716
14:04:30,"bcf","5","06",23.85,6.85,18.17,4.655722
14:04:31,"bcf","5","06",23.85,6.95,19.23,4.655715
14:04:33,"bcf","5","06",23.85,6.83,18.71,4.655704
14:04:35,"bcf","5","06",23.81,6.99,17.43,4.655706
14:04:36,"bcf","5","06",23.83,6.87,19.01,4.655715
14:04:37,"bcf","5","06",23.85,6.89,19.33,4.655725
14:04:38,"bcf","5","06",23.87,6.95,17.51,4.655723
14:04:39,"bcf","5","06",23.83,6.87,19.23,4.655724
14:04:40,"bcf","5","06",23.83,6.83,17.27,4.655722
14:04:41,"bcf","5","06",23.83,6.93,20.17,4.655726
14:04:42,"bcf","5","06",23.85,6.95,19.11,4.655731
14:04:43,"bcf","5","06",23.83,7.05,16.11,4.655738
14:04:44,"bcf","5","06",23.81,7.03,17.45,4.655726
14:04:45,"bcf","5","06",23.83,6.77,19.75,4.655722
14:04:46,"bcf","5","06",23.85,6.83,17.35,4.655726
14:04:47,"bcf","5","06",23.81,6.89,19.41,4.655713
14:04:48,"bcf","5","06",23.81,6.85,17.97,4.655691
14:04:49,"bcf","5","06",23.83,7.21,17.91,4.655679
14:04:50,"bcf","5","06",23.81,6.87,19.39,4.655672
14:04:51,"bcf","5","06",23.81,6.69,19.65,4.655663
14:04:52,"bcf","5","06",23.81,6.99,16.61,4.65566
14:04:53,"bcf","5","06",23.81,6.93,16.93,4.655654
14:04:54,"bcf","5","06",23.83,6.81,18.11,4.65564
14:04:55,"bcf","5","06",23.81,6.89,19.67,4.655633
14:04:56,"bcf","5","06",23.81,7.03,18.77,4.655627
