"t","type","k","id","Ta","To","To2","T"
15:23:56,"dci","25","04",23.67,26.21,23.61,24.612465
15:23:57,"dci","25","04",23.67,26.13,23.03,24.612466
15:23:58,"dci","25","04",23.71,26.21,23.85,24.612476
15:23:59,"dci","25","04",23.75,26.19,23.93,24.612472
15:24:00,"dci","25","04",23.67,26.21,23.79,24.612465
15:24:01,"dci","25","04",23.67,26.19,24.01,24.612456
15:24:02,"dci","25","04",23.67,26.17,23.89,24.612451
15:24:04,"dci","25","04",23.71,26.15,23.95,24.612437
15:24:05,"dci","25","04",23.63,26.09,23.97,24.612436
15:24:06,"dci","25","04",23.67,26.17,23.87,24.612438
15:24:07,"dci","25","04",23.71,26.27,23.63,24.612445
15:24:08,"dci","25","04",23.67,26.13,23.87,24.612445
15:24:09,"dci","25","04",23.63,26.09,23.91,24.612433
15:24:10,"dci","25","04",23.69,26.17,24.81,24.612429
15:24:11,"dci","25","04",23.67,26.23,23.81,24.612435
15:24:12,"dci","25","04",23.65,26.15,23.51,24.612426
15:24:13,"dci","25","04",23.67,26.17,23.47,24.61243
15:24:14,"dci","25","04",23.67,26.19,23.81,24.612426
15:24:15,"dci","25","04",23.67,26.15,23.61,24.612429
15:24:16,"dci","25","04",23.67,26.21,23.57,24.612438
15:24:17,"dci","25","04",23.69,26.23,23.55,24.612429
15:24:18,"dci","25","04",23.63,26.23,23.41,24.612435
15:24:19,"dci","25","04",23.67,26.13,24.23,24.612443
15:24:20,"dci","25","04",23.67,26.13,24.03,24.61245
15:24:21,"dci","25","04",23.69,26.19,24.15,24.612464
15:24:22,"dci","25","04",23.67,26.09,24.25,24.612477
15:24:23,"dci","25","04",23.61,26.13,23.89,24.612488
15:24:24,"dci","25","04",23.69,26.23,23.93,24.612499
15:24:25,"dci","25","04",23.67,26.15,24.27,24.612506
15:24:26,"dci","25","04",23.71,26.21,23.99,24.612515
15:24:27,"dci","25","04",23.63,26.11,23.87,24.612517
15:24:28,"dci","25","04",23.67,26.17,23.99,24.612528
15:24:29,"dci","25","04",23.67,26.17,24.29,24.612541
15:24:30,"dci","25","04",23.67,26.17,24.35,24.612555
15:24:31,"dci","25","04",23.67,26.09,24.35,24.612566
15:24:32,"dci","25","04",23.65,26.23,24.11,24.612576
15:24:33,"dci","25","04",23.67,26.15,24.33,24.612587
15:24:34,"dci","25","04",23.63,26.21,24.03,24.612602
15:24:35,"dci","25","04",23.69,26.25,24.33,24.612609
15:24:36,"dci","25","04",23.65,26.21,23.83,24.612614
15:24:37,"dci","25","04",23.63,26.05,24.43,24.612628
15:24:38,"dci","25","04",23.67,26.15,24.61,24.612644
15:24:39,"dci","25","04",23.69,26.11,24.25,24.61266
15:24:40,"dci","25","04",23.71,26.13,24.77,24.612675
15:24:41,"dci","25","04",23.65,26.19,23.97,24.612682
15:24:42,"dci","25","04",23.65,26.13,24.55,24.612706
15:24:43,"dci","25","04",23.65,26.19,24.33,24.612719
15:24:44,"dci","25","04",23.67,26.23,24.41,24.612734
15:24:45,"dci","25","04",23.67,26.07,24.93,24.612749
15:24:46,"dci","25","04",23.69,26.15,24.41,24.612757
15:24:47,"dci","25","04",23.67,26.17,23.47,24.612779
15:24:48,"dci","25","04",23.67,26.17,24.37,24.612789
15:24:49,"dci","25","04",23.61,26.17,24.59,24.6128
15:24:50,"dci","25","04",23.69,26.17,24.43,24.612815
15:24:51,"dci","25","04",23.67,26.15,24.29,24.612823
15:24:52,"dci","25","04",23.67,26.21,24.61,24.61283
15:24:53,"dci","25","04",23.65,26.17,24.29,24.612839
15:24:54,"dci","25","04",23.67,26.27,24.77,24.612857
15:24:55,"dci","25","04",23.63,26.15,24.35,24.61287
15:24:56,"dci","25","04",23.69,26.17,24.43,24.612884
15:24:57,"dci","25","04",23.67,26.21,24.35,24.612904
15:24:58,"dci","25","04",23.61,26.19,24.39,24.612916
15:24:59,"dci","25","04",23.69,26.17,24.67,24.61292
15:25:00,"dci","25","04",23.65,26.03,24.71,24.61293
15:25:01,"dci","25","04",23.61,26.13,24.33,24.612946
