"t","type","k","id","Ta","To","To2","T"
16:10:43,"dch","25","07",23.93,26.13,23.77,24.612125
16:10:44,"dch","25","07",23.97,26.13,24.21,24.612162
16:10:45,"dch","25","07",23.93,26.13,23.99,24.612193
16:10:46,"dch","25","07",23.93,26.11,23.79,24.61222
16:10:47,"dch","25","07",23.93,26.15,23.87,24.612256
16:10:48,"dch","25","07",24.01,26.07,24.01,24.612303
16:10:49,"dch","25","07",23.99,26.19,23.55,24.612331
16:10:50,"dch","25","07",24.01,26.05,23.67,24.612372
16:10:51,"dch","25","07",23.97,26.15,23.49,24.612396
16:10:52,"dch","25","07",23.99,26.13,23.51,24.612424
16:10:53,"dch","25","07",23.97,26.13,23.87,24.612454
16:10:54,"dch","25","07",23.95,26.17,23.53,24.612489
16:10:55,"dch","25","07",23.95,26.17,23.57,24.612519
16:10:56,"dch","25","07",23.95,26.19,23.33,24.612552
16:10:57,"dch","25","07",23.97,26.21,23.61,24.612566
16:10:58,"dch","25","07",23.99,26.13,23.69,24.612588
16:10:59,"dch","25","07",23.93,26.11,23.63,24.612611
16:11:00,"dch","25","07",23.95,26.15,23.69,24.612635
16:11:01,"dch","25","07",23.95,26.19,23.53,24.612659
16:11:02,"dch","25","07",23.97,26.17,23.85,24.612682
16:11:03,"dch","25","07",23.95,26.09,23.49,24.612694
16:11:04,"dch","25","07",24.01,26.15,24.11,24.612702
16:11:05,"dch","25","07",23.95,26.09,23.55,24.612724
16:11:06,"dch","25","07",23.95,26.13,23.67,24.612752
16:11:07,"dch","25","07",23.89,26.13,24.01,24.612765
16:11:08,"dch","25","07",23.93,26.07,23.85,24.612789
16:11:09,"dch","25","07",24.03,26.09,23.87,24.6128
16:11:10,"dch","25","07",23.93,26.13,23.59,24.612813
16:11:11,"dch","25","07",23.95,26.03,23.87,24.612821
16:11:12,"dch","25","07",23.95,26.13,23.81,24.612825
16:11:13,"dch","25","07",23.91,26.07,24.09,24.612837
16:11:14,"dch","25","07",23.93,26.13,23.97,24.612847
16:11:15,"dch","25","07",23.95,26.13,23.91,24.612863
16:11:16,"dch","25","07",23.95,26.13,23.87,24.612882
16:11:17,"dch","25","07",23.95,26.11,24.05,24.612882
16:11:19,"dch","25","07",23.93,26.11,23.81,24.612901
16:11:21,"dch","25","07",23.97,26.13,23.77,24.612917
16:11:22,"dch","25","07",23.97,26.09,24.07,24.612921
16:11:23,"dch","25","07",23.97,26.13,23.91,24.612928
16:11:24,"dch","25","07",23.95,26.09,23.71,24.612927
16:11:25,"dch","25","07",23.91,26.11,23.49,24.612937
16:11:26,"dch","25","07",23.95,26.13,23.81,24.612947
16:11:27,"dch","25","07",23.95,26.17,23.85,24.612961
16:11:28,"dch","25","07",23.97,26.09,23.77,24.612974
16:11:29,"dch","25","07",23.97,26.13,23.97,24.612976
16:11:30,"dch","25","07",23.97,26.07,23.77,24.612973
16:11:31,"dch","25","07",23.93,26.13,23.91,24.612983
16:11:32,"dch","25","07",23.95,26.15,23.75,24.612975
16:11:33,"dch","25","07",23.99,26.15,23.83,24.612978
16:11:34,"dch","25","07",23.93,26.09,23.63,24.612994
16:11:35,"dch","25","07",24.01,26.17,23.61,24.612996
16:11:36,"dch","25","07",23.99,26.19,23.97,24.612994
16:11:37,"dch","25","07",23.95,26.15,23.67,24.612989
16:11:38,"dch","25","07",23.97,26.09,24.01,24.612992
16:11:39,"dch","25","07",23.95,26.13,23.97,24.612996
16:11:40,"dch","25","07",23.97,26.17,23.91,24.612982
16:11:41,"dch","25","07",23.93,26.07,23.69,24.61299
16:11:42,"dch","25","07",23.95,26.15,23.99,24.61299
16:11:43,"dch","25","07",23.95,26.25,23.61,24.612991
16:11:44,"dch","25","07",23.95,26.15,23.97,24.612993
16:11:45,"dch","25","07",23.95,26.17,23.63,24.61299
16:11:46,"dch","25","07",23.93,26.09,23.97,24.61298
16:11:47,"dch","25","07",23.93,26.17,23.49,24.612981
