"t","Ta","To","To2","T"
14:54:13,24.35,26.03,8.27,24.614091
14:54:14,24.35,26.03,8.63,24.61411
14:54:15,24.41,26.11,6.61,24.61414
14:54:16,24.37,26.15,9.13,24.61415
14:54:17,24.37,26.05,9.57,24.614183
14:54:18,24.35,25.97,9.63,24.614202
14:54:19,24.37,26.03,8.83,24.614214
14:54:20,24.39,25.89,9.51,24.614226
14:54:21,24.37,26.29,7.65,24.61424
14:54:22,24.37,26.09,8.17,24.61426
14:54:24,24.37,26.01,10.17,24.614301
14:54:26,24.35,25.99,9.31,24.614328
14:54:28,24.37,25.89,11.99,24.614347
14:54:29,24.37,26.01,10.79,24.614348
14:54:30,24.39,26.07,10.19,24.614353
14:54:31,24.37,25.91,12.69,24.614367
14:54:32,24.35,26.05,10.97,24.614364
14:54:33,24.37,26.05,11.67,24.614378
14:54:34,24.37,25.97,12.13,24.614379
14:54:35,24.37,26.11,10.71,24.614377
14:54:36,24.37,26.09,12.63,24.614381
14:54:37,24.39,26.11,11.07,24.614374
14:54:38,24.37,25.95,10.81,24.614359
14:54:39,24.37,26.17,11.01,24.614346
14:54:40,24.39,25.95,11.35,24.614341
14:54:41,24.35,26.31,10.71,24.614334
14:54:42,24.35,26.23,11.59,24.614314
14:54:43,24.35,26.03,11.29,24.6143
14:54:44,24.35,25.99,12.05,24.614284
14:54:45,24.39,26.15,10.27,24.614267
14:54:46,24.35,26.11,11.77,24.614259
14:54:47,24.37,26.09,12.87,24.614223
14:54:48,24.37,26.23,13.45,24.614205
14:54:49,24.35,26.01,12.27,24.614181
14:54:50,24.35,26.13,11.19,24.614163
14:54:51,24.35,26.13,10.95,24.614146
14:54:52,24.37,26.19,12.01,24.614114
14:54:53,24.33,26.17,11.37,24.614084
14:54:54,24.33,26.11,13.49,24.614054
14:54:55,24.33,26.01,13.39,24.614022
14:54:56,24.35,25.99,11.55,24.613995
14:54:57,24.37,26.17,12.49,24.613955
14:54:58,24.35,26.11,14.03,24.613934
14:54:59,24.35,25.99,11.65,24.613907
14:55:00,24.35,25.97,12.25,24.613875
14:55:01,24.35,26.05,10.31,24.613828
14:55:02,24.35,26.09,12.79,24.613805
14:55:03,24.33,26.23,14.51,24.613779
14:55:04,24.33,26.27,13.45,24.613747
14:55:05,24.35,26.23,11.65,24.61372
14:55:06,24.37,26.05,11.57,24.613685
14:55:07,24.37,26.09,13.83,24.613648
14:55:08,24.37,26.09,13.27,24.613625
14:55:09,24.35,26.19,15.77,24.613596
14:55:10,24.33,26.05,17.13,24.613564
14:55:11,24.35,26.01,15.51,24.613534
14:55:12,24.33,26.03,14.01,24.6135
14:55:13,24.33,26.01,15.53,24.613468
14:55:14,24.35,26.15,13.33,24.613443
14:55:15,24.33,26.15,16.23,24.613425
14:55:16,24.35,26.19,14.83,24.613401
14:55:17,24.35,26.03,15.17,24.613369
