"t","Ta","To","To2","T"
14:56:34,24.57,25.89,21.79,24.612555
14:56:35,24.57,26.03,19.91,24.612546
14:56:36,24.53,25.75,20.17,24.612537
14:56:37,24.55,25.95,20.75,24.612531
14:56:38,24.55,25.87,19.15,24.612507
14:56:39,24.55,25.85,20.15,24.612487
14:56:40,24.55,25.65,22.99,24.612475
14:56:41,24.53,25.87,19.83,24.612459
14:56:42,24.55,25.77,20.97,24.612454
14:56:43,24.57,25.81,21.05,24.612435
14:56:44,24.57,25.79,20.49,24.612425
14:56:45,24.55,25.83,21.23,24.612407
14:56:46,24.55,25.85,22.93,24.612382
14:56:47,24.53,25.81,24.25,24.612373
14:56:48,24.51,25.75,20.77,24.612356
14:56:49,24.55,25.73,22.99,24.612351
14:56:50,24.57,25.89,22.35,24.612327
14:56:51,24.55,25.99,21.65,24.612308
14:56:52,24.55,25.91,21.25,24.612284
14:56:53,24.57,25.91,20.95,24.612259
14:56:54,24.55,25.91,20.77,24.612243
14:56:55,24.49,25.89,21.19,24.612218
14:56:56,24.55,25.93,23.05,24.612198
14:56:57,24.55,25.93,22.29,24.612181
14:56:58,24.55,25.95,22.67,24.612177
14:56:59,24.57,25.95,23.13,24.612152
14:57:00,24.55,26.03,23.37,24.61213
14:57:01,24.55,25.73,23.85,24.612107
14:57:02,24.55,25.83,22.31,24.612091
14:57:03,24.53,25.77,23.05,24.612082
14:57:04,24.53,25.85,24.55,24.612069
14:57:05,24.53,25.97,21.03,24.612058
14:57:06,24.55,25.91,20.37,24.612044
14:57:07,24.55,25.85,23.75,24.612006
14:57:08,24.55,25.97,23.73,24.611992
14:57:09,24.53,25.83,23.45,24.611979
14:57:10,24.53,25.87,24.83,24.611963
14:57:11,24.53,25.89,24.75,24.611949
14:57:12,24.53,25.79,24.67,24.611924
14:57:13,24.57,25.99,23.63,24.611911
14:57:14,24.53,25.81,23.47,24.611898
14:57:15,24.49,25.83,22.13,24.611883
14:57:16,24.55,25.93,23.07,24.61187
14:57:17,24.51,25.81,25.01,24.611858
14:57:18,24.53,25.73,24.17,24.611851
14:57:19,24.51,25.87,23.81,24.611841
14:57:20,24.51,25.75,25.11,24.611846
14:57:21,24.53,25.73,24.95,24.61184
14:57:22,24.55,25.93,24.29,24.611837
14:57:23,24.53,25.69,25.55,24.611838
14:57:24,24.53,26.05,22.95,24.611834
14:57:25,24.53,26.05,24.55,24.611834
14:57:26,24.53,25.93,24.79,24.611841
14:57:27,24.51,25.93,21.95,24.611852
14:57:28,24.53,25.89,25.09,24.611853
14:57:29,24.49,25.81,24.75,24.611857
14:57:30,24.53,26.09,22.83,24.611857
14:57:31,24.53,25.97,24.15,24.611865
14:57:32,24.53,25.97,25.47,24.611883
14:57:33,24.53,26.01,23.33,24.611892
14:57:34,24.51,25.91,24.67,24.611901
14:57:35,24.55,25.83,25.95,24.611909
14:57:36,24.55,25.79,24.39,24.611916
